20/06/1441,14/02/2020,FT20045139290823,-227.00,,7339.51,??? ??? ???? ????? (??? ????)
20/06/1441,14/02/2020,FT20045453908947,-14.00,,7566.51,??? ??? ???? ????? (??? ????)
19/06/1441,13/02/2020,HR-S20044000784,,5978.00,7580.51,HR Credit
19/06/1441,13/02/2020,FT20044364650428,-22.00,,1602.51,??? ??? ???? ????? (??? ????)
18/06/1441,12/02/2020,FT20043068354970,-60.00,,1624.51,??? ??? ???? ????? (??? ????)
17/06/1441,11/02/2020,FT20042435054760,-4237.85,,1684.51,SARIE OUTGOING PAYMENT (DR)
17/06/1441,11/02/2020,FT20042006660017,-39.00,,5922.36,ACCOUNT TO ACCOUNT TRANSFER DR
15/06/1441,09/02/2020,FT20040173412360,-23.00,,5961.36,ACCOUNT TO ACCOUNT TRANSFER DR
12/06/1441,06/02/2020,FT20037047978196,-35.00,,5984.36,ACCOUNT TO ACCOUNT TRANSFER DR
11/06/1441,05/02/2020,FT20036190704000,-11.00,,6019.36,??? ??? ???? ????? (??? ????)
09/06/1441,03/02/2020,FT20034143372212,-14.60,,6030.36,ACCOUNT TO ACCOUNT TRANSFER DR
08/06/1441,02/02/2020,FT20033104768525,-31.00,,6044.96,ACCOUNT TO ACCOUNT TRANSFER DR
